FACILITY_ID,LOOP_ID,EQUIPMENT_ID,CML_ID,INSPECTION_ID,STRATEGY_ID,DAMAGE_MECHANISM_ID,INSPECTION_STATUS,REMEDIATION_STATUS,INSPECTION_DATE,INSPECTION_REPORT_NUMBER,CML_TYPE,SCOPE_COMMENTS,PRELIMINARY_RECOMMENDATIONS,INSPECTION_SCOPE,WORK_ORDER,INSPECTOR_NAME,INPECTION_COMPANY,PHOTO,INSPECTION_COMMENTS,ERROR_CODE,COLOUR_CODE,RESPONSIBLE_SYSTEM,CORROSION_LEVEL,COMPLIANCE,SAMPLE_VALUE,NOMINAL_WALL_THICKNESS_MM,MANUAL_MIN_RWT,MIN_REMAINING_WALL_THICKNESS_MM,WALL_LOSS_MM,SERVICE_YEARS,CORROSION_RATE_SHORT_TERM_MM_YR,CORROSION_RATE_LONG_TERM_MM_YR,OPERATING_TEMPERATURE,COATING_CONDITION,INSULATION_CONDITION,INSULATION_TYPE,HEAT_TRACING,EXTERNAL_ENVIRONMENT,CUI_VALUE,PSV_ASSOC_EQUIP_HAZ_D_OR_E,PSV_CAN_OVER_PRESSURE,PSV_DESIGN_CASE,PSV_EQUIP_FAIL_REPORT_INCIDENT,PSV_COF,PSV_FAIL_TO_DANGER,PSV_NEW_APP_TYPE_SERVICE,PSV_FAIL_NOT_TO_DANGER,PSV_FAIL_LAST_THREE,PSV_POF,PSV_MAY_FAIL_IF_INTERVAL_INCREASED,PSV_INTVL_CHANGE_ALLOW,APPLIED_PSV_INSPECTION_INTERVAL,APPLIED_PSV_INSPECTION_INTERVAL_COMMENTS,GRID_MIN_RWT,AVERAGE_WT,COUNT_10_PERCENT_LOSS,COUNT_20_PERCENT_LOSS,COUNT_30_PERCENT_LOSS,COUNT_40_PERCENT_LOSS,COUNT_50_PERCENT_LOSS,COUNT_60_PERCENT_LOSS,COUNT_70_PERCENT_LOSS,COUNT_80_PERCENT_LOSS,COUNT_90_PERCENT_LOSS,COUNT_100_PERCENT_LOSS
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43037-01C02,3,1,Internal,"Internal Wall Loss",P,NULL,2008-12-14,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1925,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43037-01C02,4,1,Internal,"Internal Wall Loss",P,NULL,2008-12-14,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1926,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43037-01C02,5,1,Internal,"Internal Wall Loss",P,NULL,2008-12-14,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1927,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43037-01C02,6,1,Internal,"Internal Wall Loss",P,NULL,2008-12-14,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1928,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43037-01C02,7,1,Internal,"Internal Wall Loss",P,NULL,2008-12-14,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1929,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43038-01C02,1,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1717,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43038-01C02,2,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1718,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43038-01C02,3,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1719,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43038-01C02,4,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1720,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43038-01C02,5,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1721,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43038-01C02,6,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1722,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43038-01C02,7,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1723,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43108-01C02,1,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1772,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43108-01C02,2,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1773,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43108-01C02,3,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1774,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43108-01C02,4,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1775,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43108-01C02,5,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1776,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43108-01C02,6,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1777,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43109-01C02,1,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1778,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43109-01C02,2,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1779,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43109-01C02,3,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1780,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43109-01C02,4,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1781,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43109-01C02,5,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1782,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43109-01C02,6,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1783,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43110-01C02,1,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1784,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43110-01C02,2,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1785,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43110-01C02,3,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1786,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43110-01C02,4,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1787,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43110-01C02,5,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1788,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43110-01C02,6,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1789,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,8.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43114-01C02,1,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1805,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43114-01C02,2,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1806,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43114-01C02,3,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1807,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43114-01C02,4,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1808,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43114-01C02,5,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1809,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43114-01C02,6,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1810,"Pipe Support",04001,pink,NULL,NULL,NULL,NULL,6.4,6.36667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43120-01C02,1,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1822,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43120-01C02,2,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1823,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43120-01C02,3,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1824,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43120-01C02,4,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1825,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43120-01C02,5,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1826,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43120-01C02,6,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1827,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FH-01,200-FH-43120-01C02,7,1,Internal,"Internal Wall Loss",P,NULL,2008-12-13,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1828,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
