Line Number,CML ID,CML Type,Diameter,Spec,Schedule,Diameter_Sch,Event.Comments,Last Date,12 O'Clock,3 O'Clock,6 O'Clock,9 O'Clock,Minimum,Scan Type
350-WF-71815-01F01,CML-191,CML: Elbow,350,1CG,80,35080,,11/02/2016,20.1,19.2,20.1,19.6,19.2,RADIAL
350-WF-71815-01F01,CML-191,CML: Elbow,350,1CG,80,35080,,11/02/2016,20.1,19.2,20.1,19.6,19.2,RADIAL
350-WF-71815-01F01,CML-20,CML: Fitting,400,1CG,80,40080,,11/02/2016,20.4,20.4,21.3,20.5,20.4,RADIAL
350-WF-71815-01F01,CML-20,CML: Fitting,400,1CG,80,40080,,11/02/2016,20.4,20.4,21.3,20.5,20.4,RADIAL
50-WF-71913-01F01,CML-2,CML: Elbow,40,1CG,160,40160,CML Non Existant ( Drawing incorrect ),30/12/2015,8.9,8.9,9.8,9,8.9,RADIAL
150-WF-71803-01F01,CML-3,CML: Elbow,150,01F01,80,15080,,21/02/2016,12,12.9,12.1,12,12,RADIAL
250-CW-33828-1LC,CML 34,CML: Elbow,250,1LC,XS,250XS,,21/06/2015,14.5,13.6,14.4,14.5,13.6,RADIAL
250-WS-50816-1CG,CML-51,CML: Elbow,100,01F01,80,10080,,1/03/2016,10.8,10,10.9,10.9,10,RADIAL
350-WF-71815-01F01,CML 55,CML: Elbow,50,1CS,XS,50XS,,24/05/2015,4.8,5.3,4.8,5.7,4.8,RADIAL
100-FG-45808-1CS,CML 10,CML: Elbow,250,1LC,XS,250XS,,17/05/2015,12.5,13.1,11.5,12.8,11.5,RADIAL
350-WF-71815-01F01,CML-49,CML: Elbow,50,1CG,80,5080,,3/09/2015,6.3,7.2,7.2,6.7,6.3,RADIAL
350-WF-71815-01F01,CML 11,CML: Elbow,25,1CS,160,25160,,21/05/2015,6.1,5.2,6,6.1,5.2,RADIAL
250-DC-57803-1CS,CML 6,CML: Pipe Length,250,1CS,XS,250XS,,26/05/2015,12.7,12.8,11.9,12.8,11.9,RADIAL
350-WF-71815-01F01,CML-23,CML: Elbow,250,01F01,80,25080,,22/02/2016,6.2,7.1,6.2,6.3,6.2,RADIAL
350-WF-71815-01F01,CML-237,CML: Elbow,400,1CG,80,40080,,11/02/2016,19.5,19.6,20.4,19.5,19.5,RADIAL
350-WF-71815-01F01,CML-237,CML: Elbow,400,1CG,80,40080,,11/02/2016,19.5,19.6,20.4,19.5,19.5,RADIAL
