FACILITY_ID,LOOP_ID,EQUIPMENT_ID,CML_ID,INSPECTION_ID,STRATEGY_ID,DAMAGE_MECHANISM_ID,INSPECTION_STATUS,ACTION_STATUS,INSPECTION_DATE,INSPECTION_REPORT_NUMBER,CML_TYPE,SCOPE_COMMENTS,PRELIMINARY_RECOMMENDATIONS,INSPECTION_SCOPE,WORK_ORDER,INSPECTOR_NAME,INPECTION_COMPANY,PHOTO,INSPECTION_COMMENTS,EXACT_MATCH,CLOSEST_MATCH,ERROR_CODE,COLOUR_CODE,RESPONSIBLE_SYSTEM,NOMINAL_WALL_THICKNESS_MM,MANUAL_MIN_RWT,MIN_REMAINING_WALL_THICKNESS_MM,WALL_LOSS_MM,SERVICE_YEARS,CORROSION_RATE_SHORT_TERM_MM_YR,CORROSION_RATE_LONG_TERM_MM_YR,OPERATING_TEMPERATURE,COATING_CONDITION,INSULATION_CONDITION,INSULATION_TYPE,HEAT_TRACING,EXTERNAL_ENVIRONMENT,CUI_VALUE,PSV_ASSOC_EQUIP_HAZ_D_OR_E,PSV_CAN_OVER_PRESSURE,PSV_DESIGN_CASE,PSV_EQUIP_FAIL_REPORT_INCIDENT,PSV_COF,PSV_FAIL_TO_DANGER,PSV_NEW_APP_TYPE_SERVICE,PSV_FAIL_NOT_TO_DANGER,PSV_FAIL_LAST_THREE,PSV_POF,PSV_MAY_FAIL_IF_INTERVAL_INCREASED,PSV_INTVL_CHANGE_ALLOW,APPLIED_PSV_INSPECTION_INTERVAL,APPLIED_PSV_INSPECTION_INTERVAL_COMMENTS,GRID_MIN_RWT,AVERAGE_WT,COUNT_10_PERCENT_LOSS,COUNT_20_PERCENT_LOSS,COUNT_30_PERCENT_LOSS,COUNT_40_PERCENT_LOSS,COUNT_50_PERCENT_LOSS,COUNT_60_PERCENT_LOSS,COUNT_70_PERCENT_LOSS,COUNT_80_PERCENT_LOSS,COUNT_90_PERCENT_LOSS,COUNT_100_PERCENT_LOSS
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43084-01C02,11,1,Internal,Internal Wall Loss,A,,17/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,697,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.95,6.5,0.6,-4.04384,-0.148374,-0.148374,,,,,,,,,,,,,,,,,,,,,,6.5,6.95,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43084-01C02,12,1,Internal,Internal Wall Loss,A,,17/12/2008,2009 BL.xls,Piping Thickness,,,,,,,698,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.025,7,0.0999999,-4.04384,-0.024729,-0.024729,,,,,,,,,,,,,,,,,,,,,,7,7.025,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43084-01C02,2,1,Internal,Internal Wall Loss,A,,17/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,688,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.825,6.6,0.5,-4.04384,-0.123645,-0.123645,,,,,,,,,,,,,,,,,,,,,,6.6,6.825,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43084-01C02,3,1,Internal,Internal Wall Loss,A,,17/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,689,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.8,6.8,0.3,-4.04384,-0.0741869,-0.0741869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43084-01C02,4,1,Internal,Internal Wall Loss,A,,17/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,690,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.5,6.5,0.6,-4.04384,-0.148374,-0.148374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43084-01C02,5,1,Internal,Internal Wall Loss,A,,17/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,691,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.725,6.5,0.6,-4.04384,-0.148374,-0.148374,,,,,,,,,,,,,,,,,,,,,,6.5,6.725,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43084-01C02,6,1,Internal,Internal Wall Loss,A,,17/12/2008,2009 BL.xls,Piping Thickness,,,,,,,692,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.975,6.8,0.3,-4.04384,-0.0741869,-0.0741869,,,,,,,,,,,,,,,,,,,,,,6.8,6.975,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43084-01C02,7,1,Internal,Internal Wall Loss,A,,17/12/2008,2009 BL.xls,Piping Thickness,,,,,,,693,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.9,6.6,0.5,-4.04384,-0.123645,-0.123645,,,,,,,,,,,,,,,,,,,,,,6.6,6.9,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43084-01C02,8,1,Internal,Internal Wall Loss,A,,17/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,694,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.875,6.5,0.6,-4.04384,-0.148374,-0.148374,,,,,,,,,,,,,,,,,,,,,,6.5,6.875,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43084-01C02,9,1,Internal,Internal Wall Loss,A,,17/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,695,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.9,6.9,0.2,-4.04384,-0.0494579,-0.0494579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,1,1,Internal,Internal Wall Loss,A,,10/01/2009,2009 BL.xls,Piping Thickness,,,,,,,699,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.45,7.4,-0.3,-3.97808,0.0754133,0.0754133,,,,,,,,,,,,,,,,,,,,,,7.4,7.45,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,10,1,Internal,Internal Wall Loss,A,,10/04/2009,2009 BL.xls,Piping Thickness,,,,,,,708,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.075,7,0.0999999,-3.73151,-0.0267988,-0.0267988,,,,,,,,,,,,,,,,,,,,,,7,7.075,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,11,1,Internal,Internal Wall Loss,A,,10/04/2009,2009 BL.xls,Elbow Thickness,,,,,,,709,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.775,7.6,-0.5,-3.73151,0.133994,0.133994,,,,,,,,,,,,,,,,,,,,,,7.6,7.775,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,12,1,Internal,Internal Wall Loss,A,,10/04/2009,2009 BL.xls,Elbow Thickness,,,,,,,710,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.1,7.1,0,-3.73151,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,13,1,Internal,Internal Wall Loss,A,,10/04/2009,2009 BL.xls,Elbow Thickness,,,,,,,711,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.25,7,0.0999999,-3.73151,-0.0267988,-0.0267988,,,,,,,,,,,,,,,,,,,,,,7,7.25,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,14,1,Internal,Internal Wall Loss,A,,10/04/2009,2009 BL.xls,Piping Thickness,,,,,,,712,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.05,6.9,0.2,-3.73151,-0.0535976,-0.0535976,,,,,,,,,,,,,,,,,,,,,,6.9,7.05,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,2,1,Internal,Internal Wall Loss,A,,10/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,700,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.675,7.6,-0.5,-3.97808,0.125689,0.125689,,,,,,,,,,,,,,,,,,,,,,7.6,7.675,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,3,1,Internal,Internal Wall Loss,A,,10/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,701,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.5,7.5,-0.4,-3.97808,0.100551,0.100551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,4,1,Internal,Internal Wall Loss,A,,10/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,702,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.525,7.4,-0.3,-3.97808,0.0754133,0.0754133,,,,,,,,,,,,,,,,,,,,,,7.4,7.525,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,5,1,Internal,Internal Wall Loss,A,,10/01/2009,2009 BL.xls,Piping Thickness,,,,,,,703,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.325,7.3,-0.2,-3.97808,0.0502756,0.0502756,,,,,,,,,,,,,,,,,,,,,,7.3,7.325,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,6,1,Internal,Internal Wall Loss,A,,10/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,704,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.775,7.6,-0.5,-3.97808,0.125689,0.125689,,,,,,,,,,,,,,,,,,,,,,7.6,7.775,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,7,1,Internal,Internal Wall Loss,A,,10/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,705,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.6,7.6,-0.5,-3.97808,0.125689,0.125689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,8,1,Internal,Internal Wall Loss,A,,10/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,706,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.675,7.6,-0.5,-3.97808,0.125689,0.125689,,,,,,,,,,,,,,,,,,,,,,7.6,7.675,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43174-01C02,9,1,Internal,Internal Wall Loss,A,,10/01/2009,2009 BL.xls,Piping Thickness,,,,,,,707,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.4,7.3,-0.2,-3.97808,0.0502756,0.0502756,,,,,,,,,,,,,,,,,,,,,,7.3,7.4,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43175-01C02,1,1,Internal,Internal Wall Loss,A,,15/12/2008,2009 BL.xls,Piping Thickness,,,,,,,713,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.45,7.1,0,-4.04931,0,0,,,,,,,,,,,,,,,,,,,,,,7.1,7.45,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43175-01C02,2,1,Internal,Internal Wall Loss,A,,15/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,714,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.575,7.5,-0.4,-4.04931,0.0987822,0.0987822,,,,,,,,,,,,,,,,,,,,,,7.5,7.575,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43175-01C02,3,1,Internal,Internal Wall Loss,A,,15/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,715,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.4,7.4,-0.3,-4.04931,0.0740867,0.0740867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43175-01C02,4,1,Internal,Internal Wall Loss,A,,15/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,716,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.5,7.5,-0.4,-4.04931,0.0987822,0.0987822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43175-01C02,5,1,Internal,Internal Wall Loss,A,,15/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,717,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.4,6.9,0.2,-4.04931,-0.049391,-0.049391,,,,,,,,,,,,,,,,,,,,,,6.9,7.4,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,1,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,718,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.7,7,0.0999999,-4.0411,-0.0247457,-0.0247457,,,,,,,,,,,,,,,,,,,,,,7,7.7,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,10,1,Internal,Internal Wall Loss,A,,11/04/2009,2009 BL.xls,Elbow Thickness,,,,,,,727,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.2,6.8,0.3,-3.72877,-0.0804555,-0.0804555,,,,,,,,,,,,,,,,,,,,,,6.8,7.2,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,11,1,Internal,Internal Wall Loss,A,,11/04/2009,2009 BL.xls,Elbow Thickness,,,,,,,728,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.7,6.7,0.4,-3.72877,-0.107274,-0.107274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,12,1,Internal,Internal Wall Loss,A,,11/04/2009,2009 BL.xls,Elbow Thickness,,,,,,,729,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.375,7.1,0,-3.72877,0,0,,,,,,,,,,,,,,,,,,,,,,7.1,7.375,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,13,1,Internal,Internal Wall Loss,A,,11/04/2009,2009 BL.xls,Piping Thickness,,,,,,,730,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.275,7,0.0999999,-3.72877,-0.0268185,-0.0268185,,,,,,,,,,,,,,,,,,,,,,7,7.275,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,14,1,Internal,Internal Wall Loss,A,,20/01/2009,2009 BL.xls,Piping Thickness,,,,,,,731,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.225,7,0.0999999,-3.95069,-0.025312,-0.025312,,,,,,,,,,,,,,,,,,,,,,7,7.225,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,15,1,Internal,Internal Wall Loss,A,,20/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,732,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.725,6.6,0.5,-3.95069,-0.12656,-0.12656,,,,,,,,,,,,,,,,,,,,,,6.6,6.725,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,16,1,Internal,Internal Wall Loss,A,,20/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,733,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.7,6.7,0.4,-3.95069,-0.101248,-0.101248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,17,1,Internal,Internal Wall Loss,A,,20/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,734,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.75,6.6,0.5,-3.95069,-0.12656,-0.12656,,,,,,,,,,,,,,,,,,,,,,6.6,6.75,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,18,1,Internal,Internal Wall Loss,A,,20/01/2009,2009 BL.xls,Piping Thickness,,,,,,,735,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.05,6.9,0.2,-3.95069,-0.0506241,-0.0506241,,,,,,,,,,,,,,,,,,,,,,6.9,7.05,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,19,1,Internal,Internal Wall Loss,A,,20/01/2009,2009 BL.xls,Piping Thickness,,,,,,,736,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.125,6.8,0.3,-3.95069,-0.0759361,-0.0759361,,,,,,,,,,,,,,,,,,,,,,6.8,7.125,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,2,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,719,Below Spec,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.1,6.1,1,-4.0411,-0.247458,-0.247458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,20,1,Internal,Internal Wall Loss,A,,20/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,737,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.425,6.2,0.9,-3.95069,-0.227809,-0.227809,,,,,,,,,,,,,,,,,,,,,,6.2,6.425,2,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,21,1,Internal,Internal Wall Loss,A,,20/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,738,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.2,6.2,0.9,-3.95069,-0.227809,-0.227809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,22,1,Internal,Internal Wall Loss,A,,20/01/2009,2009 BL.xls,Elbow Thickness,,,,,,,739,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.525,6.2,0.9,-3.95069,-0.227809,-0.227809,,,,,,,,,,,,,,,,,,,,,,6.2,6.525,2,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,23,1,Internal,Internal Wall Loss,A,,20/01/2009,2009 BL.xls,Piping Thickness,,,,,,,740,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.1,7,0.0999999,-3.95069,-0.025312,-0.025312,,,,,,,,,,,,,,,,,,,,,,7,7.1,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,3,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,720,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.775,7.1,0,-4.0411,0,0,,,,,,,,,,,,,,,,,,,,,,7.1,7.775,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,4,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Piping Thickness,,,,,,,721,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.225,7,0.0999999,-4.0411,-0.0247457,-0.0247457,,,,,,,,,,,,,,,,,,,,,,7,7.225,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,5,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,722,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.875,6.6,0.5,-4.0411,-0.123729,-0.123729,,,,,,,,,,,,,,,,,,,,,,6.6,6.875,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,6,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,723,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.6,6.6,0.5,-4.0411,-0.123729,-0.123729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,7,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,724,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.875,6.5,0.6,-4.0411,-0.148475,-0.148475,,,,,,,,,,,,,,,,,,,,,,6.5,6.875,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,8,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Piping Thickness,,,,,,,725,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.275,7.2,-0.0999999,-4.0411,0.0247457,0.0247457,,,,,,,,,,,,,,,,,,,,,,7.2,7.275,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-02,150-FL-43450-01C02-P,9,1,Internal,Internal Wall Loss,A,,11/04/2009,2009 BL.xls,Piping Thickness,,,,,,,726,Cross Checked,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.9,7.7,-0.6,-3.72877,0.160911,0.160911,,,,,,,,,,,,,,,,,,,,,,7.7,7.9,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,1,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Piping Thickness,,,,,,,741,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.225,7,0.0999999,-4.0411,-0.0247457,-0.0247457,,,,,,,,,,,,,,,,,,,,,,7,7.225,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,10,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,750,Below Spec,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.25,5.8,1.3,-4.0411,-0.321695,-0.321695,,,,,,,,,,,,,,,,,,,,,,5.8,6.25,3,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,11,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Piping Thickness,,,,,,,751,Below Spec,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.175,6,1.1,-4.0411,-0.272203,-0.272203,,,,,,,,,,,,,,,,,,,,,,6,7.175,1,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,12,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,752,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.975,7.6,-0.5,-4.0411,0.123729,0.123729,,,,,,,,,,,,,,,,,,,,,,7.6,7.975,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,13,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,753,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.9,7.9,-0.8,-4.0411,0.197966,0.197966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,14,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,754,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.7,7.7,-0.6,-4.0411,0.148475,0.148475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,15,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,755,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.775,7.4,-0.3,-4.0411,0.0742373,0.0742373,,,,,,,,,,,,,,,,,,,,,,7.4,7.775,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,16,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Piping Thickness,,,,,,,756,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.225,7,0.0999999,-4.0411,-0.0247457,-0.0247457,,,,,,,,,,,,,,,,,,,,,,7,7.225,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,2,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,742,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.075,6.9,0.2,-4.0411,-0.0494915,-0.0494915,,,,,,,,,,,,,,,,,,,,,,6.9,7.075,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,3,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,743,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.8,6.8,0.3,-4.0411,-0.0742372,-0.0742372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,4,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,744,,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.8,6.8,0.3,-4.0411,-0.0742372,-0.0742372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,5,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,745,,,,13001,"255,255,255,1",Topsides - Piping,7.1,7.05,6.8,0.3,-4.0411,-0.0742372,-0.0742372,,,,,,,,,,,,,,,,,,,,,,6.8,7.05,0,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,6,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Piping Thickness,,,,,,,746,Below Spec,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.925,6.1,1,-4.0411,-0.247458,-0.247458,,,,,,,,,,,,,,,,,,,,,,6.1,6.925,1,0,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,7,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,747,Below Spec,,,13001,"255,255,255,1",Topsides - Piping,7.1,6.475,5.5,1.6,-4.0411,-0.395932,-0.395932,,,,,,,,,,,,,,,,,,,,,,5.5,6.475,2,1,0,0,0,0,0,0,0,0
Montara FPSO,FPSO-CL-TS-FL-01,150-FL-43451-01C02,8,1,Internal,Internal Wall Loss,A,,18/12/2008,2009 BL.xls,Elbow Thickness,,,,,,,748,Below Spec,,,13001,"255,255,255,1",Topsides - Piping,7.1,5.7,5.7,1.4,-4.0411,-0.346441,-0.346441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
